success,code,data,responseTimestamp,subfolder,subsubfolder
True,SUCCESS,"{'aggregated': {'registeredUsers': 3233509, 'appOpens': 90886530}, 'usersByDevice': [{'brand': 'Xiaomi', 'count': 729762, 'percentage': 0.2256873260597079}, {'brand': 'Vivo', 'count': 607277, 'percentage': 0.187807425307924}, {'brand': 'Samsung', 'count': 603594, 'percentage': 0.18666841502528678}, {'brand': 'Oppo', 'count': 495230, 'percentage': 0.15315559659799927}, {'brand': 'Realme', 'count': 252524, 'percentage': 0.07809596323993531}, {'brand': 'Apple', 'count': 82495, 'percentage': 0.025512531432570623}, {'brand': 'Motorola', 'count': 55103, 'percentage': 0.01704123909969015}, {'brand': 'OnePlus', 'count': 50778, 'percentage': 0.015703682903001042}, {'brand': 'Huawei', 'count': 48071, 'percentage': 0.014866511891570428}, {'brand': 'Lava', 'count': 34054, 'percentage': 0.010531592768104248}, {'brand': 'Others', 'count': 274621, 'percentage': 0.08492971567421027}]}",1634575175341,bihar,state
True,SUCCESS,"{'aggregated': {'registeredUsers': 2802122, 'appOpens': 59282260}, 'usersByDevice': [{'brand': 'Xiaomi', 'count': 639297, 'percentage': 0.2281474539652449}, {'brand': 'Samsung', 'count': 541527, 'percentage': 0.19325603953004186}, {'brand': 'Vivo', 'count': 505799, 'percentage': 0.18050570246406117}, {'brand': 'Oppo', 'count': 425532, 'percentage': 0.15186062562586497}, {'brand': 'Realme', 'count': 186140, 'percentage': 0.06642822832125082}, {'brand': 'Apple', 'count': 71103, 'percentage': 0.025374698175168676}, {'brand': 'Motorola', 'count': 55240, 'percentage': 0.01971363131226977}, {'brand': 'Huawei', 'count': 47693, 'percentage': 0.017020315318176726}, {'brand': 'OnePlus', 'count': 38553, 'percentage': 0.013758501592721515}, {'brand': 'Micromax', 'count': 33204, 'percentage': 0.011849591131292641}, {'brand': 'Others', 'count': 258034, 'percentage': 0.09208521256390692}]}",1630501500082,bihar,state
True,SUCCESS,"{'aggregated': {'registeredUsers': 3460015, 'appOpens': 110928354}, 'usersByDevice': [{'brand': 'Xiaomi', 'count': 771248, 'percentage': 0.22290307989994262}, {'brand': 'Vivo', 'count': 655975, 'percentage': 0.1895873283786342}, {'brand': 'Samsung', 'count': 635155, 'percentage': 0.18357001342479728}, {'brand': 'Oppo', 'count': 530288, 'percentage': 0.15326176331605498}, {'brand': 'Realme', 'count': 296672, 'percentage': 0.08574298088303085}, {'brand': 'Apple', 'count': 94375, 'percentage': 0.027275893312601246}, {'brand': 'OnePlus', 'count': 58873, 'percentage': 0.017015244153565808}, {'brand': 'Motorola', 'count': 55844, 'percentage': 0.016139814422769842}, {'brand': 'Huawei', 'count': 46660, 'percentage': 0.013485490669838137}, {'brand': 'HMD Global', 'count': 34563, 'percentage': 0.009989263052327807}, {'brand': 'Others', 'count': 280362, 'percentage': 0.0810291284864372}]}",1643295790358,bihar,state
True,SUCCESS,"{'aggregated': {'registeredUsers': 1414339, 'appOpens': 7454279}, 'usersByDevice': [{'brand': 'Xiaomi', 'count': 334492, 'percentage': 0.23650058437192215}, {'brand': 'Samsung', 'count': 283331, 'percentage': 0.20032750281226777}, {'brand': 'Vivo', 'count': 213754, 'percentage': 0.151133497697511}, {'brand': 'Oppo', 'count': 191460, 'percentage': 0.13537065724695424}, {'brand': 'Realme', 'count': 72734, 'percentage': 0.05142614323722955}, {'brand': 'Apple', 'count': 40988, 'percentage': 0.028980322256545284}, {'brand': 'Motorola', 'count': 38572, 'percentage': 0.02727210378841282}, {'brand': 'Huawei', 'count': 26825, 'percentage': 0.018966457122373066}, {'brand': 'Lenovo', 'count': 26040, 'percentage': 0.0184114275290436}, {'brand': 'OnePlus', 'count': 25583, 'percentage': 0.01808830838999702}, {'brand': 'Others', 'count': 160560, 'percentage': 0.1135229955477435}]}",1630501497318,bihar,state
True,SUCCESS,"{'aggregated': {'registeredUsers': 1585859, 'appOpens': 24660988}, 'usersByDevice': [{'brand': 'Xiaomi', 'count': 375857, 'percentage': 0.2370053075336458}, {'brand': 'Samsung', 'count': 313937, 'percentage': 0.19796022218873177}, {'brand': 'Vivo', 'count': 246487, 'percentage': 0.1554280676907594}, {'brand': 'Oppo', 'count': 219056, 'percentage': 0.13813081743080563}, {'brand': 'Realme', 'count': 84171, 'percentage': 0.05307596703111689}, {'brand': 'Apple', 'count': 45434, 'percentage': 0.028649457486447406}, {'brand': 'Motorola', 'count': 41204, 'percentage': 0.025982133342245434}, {'brand': 'Huawei', 'count': 30360, 'percentage': 0.019144198822215595}, {'brand': 'OnePlus', 'count': 27837, 'percentage': 0.017553262931950444}, {'brand': 'Lenovo', 'count': 26347, 'percentage': 0.016613709037184263}, {'brand': 'Others', 'count': 175169, 'percentage': 0.11045685650489735}]}",1630501497840,bihar,state
True,SUCCESS,"{'aggregated': {'registeredUsers': 1224955, 'appOpens': 0}, 'usersByDevice': [{'brand': 'Xiaomi', 'count': 288999, 'percentage': 0.23592621769779298}, {'brand': 'Samsung', 'count': 246222, 'percentage': 0.2010049348751587}, {'brand': 'Vivo', 'count': 179843, 'percentage': 0.1468160054859158}, {'brand': 'Oppo', 'count': 161697, 'percentage': 0.1320024000881665}, {'brand': 'Realme', 'count': 62779, 'percentage': 0.05125004592005421}, {'brand': 'Apple', 'count': 36034, 'percentage': 0.02941659081354009}, {'brand': 'Motorola', 'count': 34677, 'percentage': 0.028308795016959806}, {'brand': 'Lenovo', 'count': 23534, 'percentage': 0.019212134323301672}, {'brand': 'OnePlus', 'count': 23403, 'percentage': 0.019105191619283975}, {'brand': 'Huawei', 'count': 23098, 'percentage': 0.018856202880922157}, {'brand': 'Others', 'count': 144669, 'percentage': 0.11810148127890412}]}",1630501496745,bihar,state
True,SUCCESS,"{'aggregated': {'registeredUsers': 1752677, 'appOpens': 28853867}, 'usersByDevice': [{'brand': 'Xiaomi', 'count': 414477, 'percentage': 0.23648224972427892}, {'brand': 'Samsung', 'count': 344276, 'percentage': 0.19642866312503673}, {'brand': 'Vivo', 'count': 279712, 'percentage': 0.1595912994807372}, {'brand': 'Oppo', 'count': 247381, 'percentage': 0.14114466042516677}, {'brand': 'Realme', 'count': 97443, 'percentage': 0.055596667269553944}, {'brand': 'Apple', 'count': 49003, 'percentage': 0.027958945087999672}, {'brand': 'Motorola', 'count': 43412, 'percentage': 0.024768967699125396}, {'brand': 'Huawei', 'count': 33443, 'percentage': 0.01908109708748389}, {'brand': 'OnePlus', 'count': 29624, 'percentage': 0.016902144548025678}, {'brand': 'Lenovo', 'count': 27481, 'percentage': 0.015679443502710427}, {'brand': 'Others', 'count': 186425, 'percentage': 0.10636586204988141}]}",1630501498180,bihar,state
True,SUCCESS,"{'aggregated': {'registeredUsers': 649142, 'appOpens': 0}, 'usersByDevice': [{'brand': 'Xiaomi', 'count': 148934, 'percentage': 0.22943208111630428}, {'brand': 'Samsung', 'count': 132854, 'percentage': 0.20466092164734373}, {'brand': 'Vivo', 'count': 81924, 'percentage': 0.12620351171238342}, {'brand': 'Oppo', 'count': 76967, 'percentage': 0.1185672780377791}, {'brand': 'Realme', 'count': 33273, 'percentage': 0.05125688986385105}, {'brand': 'Motorola', 'count': 21520, 'percentage': 0.03315145222462882}, {'brand': 'Apple', 'count': 21104, 'percentage': 0.03251060630801889}, {'brand': 'Micromax', 'count': 16731, 'percentage': 0.025774021708655424}, {'brand': 'Lenovo', 'count': 15806, 'percentage': 0.024349063841193452}, {'brand': 'OnePlus', 'count': 14859, 'percentage': 0.022890215083910762}, {'brand': 'Others', 'count': 85170, 'percentage': 0.13120395845593105}]}",1630501495384,bihar,state
True,SUCCESS,"{'aggregated': {'registeredUsers': 810612, 'appOpens': 0}, 'usersByDevice': [{'brand': 'Xiaomi', 'count': 189290, 'percentage': 0.2335149245261605}, {'brand': 'Samsung', 'count': 164714, 'percentage': 0.20319709059328014}, {'brand': 'Vivo', 'count': 108621, 'percentage': 0.1339987564950926}, {'brand': 'Oppo', 'count': 99036, 'percentage': 0.12217435715237376}, {'brand': 'Realme', 'count': 41434, 'percentage': 0.051114466600543786}, {'brand': 'Motorola', 'count': 25626, 'percentage': 0.03161315154475877}, {'brand': 'Apple', 'count': 25218, 'percentage': 0.03110982812985744}, {'brand': 'Micromax', 'count': 18376, 'percentage': 0.022669291843693408}, {'brand': 'Lenovo', 'count': 18008, 'percentage': 0.02221531386162554}, {'brand': 'OnePlus', 'count': 17604, 'percentage': 0.02171692499000755}, {'brand': 'Others', 'count': 102685, 'percentage': 0.12667589426260653}]}",1630501495712,bihar,state
True,SUCCESS,"{'aggregated': {'registeredUsers': 483043, 'appOpens': 0}, 'usersByDevice': [{'brand': 'Xiaomi', 'count': 109199, 'percentage': 0.2260647602801407}, {'brand': 'Samsung', 'count': 99491, 'percentage': 0.20596717062456138}, {'brand': 'Vivo', 'count': 57719, 'percentage': 0.11949039733522689}, {'brand': 'Oppo', 'count': 55507, 'percentage': 0.11491109487147107}, {'brand': 'Realme', 'count': 25160, 'percentage': 0.052086460211616774}, {'brand': 'Motorola', 'count': 16760, 'percentage': 0.034696704020138996}, {'brand': 'Apple', 'count': 16447, 'percentage': 0.034048728581099405}, {'brand': 'Micromax', 'count': 12872, 'percentage': 0.02664773115436928}, {'brand': 'Lenovo', 'count': 12351, 'percentage': 0.025569152228683573}, {'brand': 'OnePlus', 'count': 12126, 'percentage': 0.02510335518784042}, {'brand': 'Others', 'count': 65411, 'percentage': 0.13541444550485154}]}",1630501494876,bihar,state
True,SUCCESS,"{'aggregated': {'registeredUsers': 1012103, 'appOpens': 0}, 'usersByDevice': [{'brand': 'Xiaomi', 'count': 238404, 'percentage': 0.23555310082076628}, {'brand': 'Samsung', 'count': 205071, 'percentage': 0.20261870580365832}, {'brand': 'Vivo', 'count': 143029, 'percentage': 0.1413186207332653}, {'brand': 'Oppo', 'count': 129035, 'percentage': 0.12749196475062322}, {'brand': 'Realme', 'count': 51951, 'percentage': 0.05132975596357288}, {'brand': 'Apple', 'count': 30805, 'percentage': 0.030436625521315517}, {'brand': 'Motorola', 'count': 30636, 'percentage': 0.030269646468788255}, {'brand': 'Lenovo', 'count': 20723, 'percentage': 0.020475188790073737}, {'brand': 'OnePlus', 'count': 20523, 'percentage': 0.020277580443887628}, {'brand': 'Micromax', 'count': 19828, 'percentage': 0.019590891440890896}, {'brand': 'Others', 'count': 122098, 'percentage': 0.120637919263158}]}",1630501496350,bihar,state
True,SUCCESS,"{'aggregated': {'registeredUsers': 2148567, 'appOpens': 31074793}, 'usersByDevice': [{'brand': 'Xiaomi', 'count': 501134, 'percentage': 0.23324103926012082}, {'brand': 'Samsung', 'count': 415942, 'percentage': 0.19359042561856343}, {'brand': 'Vivo', 'count': 362685, 'percentage': 0.16880320697469522}, {'brand': 'Oppo', 'count': 317364, 'percentage': 0.14770961296529267}, {'brand': 'Realme', 'count': 128396, 'percentage': 0.05975889976900883}, {'brand': 'Apple', 'count': 56193, 'percentage': 0.026153710822143315}, {'brand': 'Motorola', 'count': 48462, 'percentage': 0.02255549861838146}, {'brand': 'Huawei', 'count': 39646, 'percentage': 0.01845229867162625}, {'brand': 'OnePlus', 'count': 32449, 'percentage': 0.015102624214185548}, {'brand': 'Lenovo', 'count': 30040, 'percentage': 0.013981411796792933}, {'brand': 'Others', 'count': 216256, 'percentage': 0.10065127128918949}]}",1630501498900,bihar,state
True,SUCCESS,"{'aggregated': {'registeredUsers': 2365438, 'appOpens': 40377348}, 'usersByDevice': [{'brand': 'Xiaomi', 'count': 546826, 'percentage': 0.23117325417110912}, {'brand': 'Samsung', 'count': 457354, 'percentage': 0.19334854686531627}, {'brand': 'Vivo', 'count': 410741, 'percentage': 0.1736426826659587}, {'brand': 'Oppo', 'count': 354574, 'percentage': 0.14989782019228573}, {'brand': 'Realme', 'count': 146360, 'percentage': 0.06187437590839413}, {'brand': 'Apple', 'count': 60386, 'percentage': 0.025528464495793168}, {'brand': 'Motorola', 'count': 51294, 'percentage': 0.021684778886616348}, {'brand': 'Huawei', 'count': 42576, 'percentage': 0.017999203530170732}, {'brand': 'OnePlus', 'count': 34157, 'percentage': 0.014440031824972796}, {'brand': 'Lenovo', 'count': 31405, 'percentage': 0.013276610927870441}, {'brand': 'Others', 'count': 229765, 'percentage': 0.09713423053151256}]}",1630501499339,bihar,state
True,SUCCESS,"{'aggregated': {'registeredUsers': 1943606, 'appOpens': 32631265}, 'usersByDevice': [{'brand': 'Xiaomi', 'count': 456579, 'percentage': 0.23491335178014475}, {'brand': 'Samsung', 'count': 378669, 'percentage': 0.19482806700534985}, {'brand': 'Vivo', 'count': 319603, 'percentage': 0.16443816287869042}, {'brand': 'Oppo', 'count': 280495, 'percentage': 0.14431680083309065}, {'brand': 'Realme', 'count': 112983, 'percentage': 0.058130608775646915}, {'brand': 'Apple', 'count': 52810, 'percentage': 0.027171144769052986}, {'brand': 'Motorola', 'count': 45752, 'percentage': 0.023539750340346756}, {'brand': 'Huawei', 'count': 36671, 'percentage': 0.01886750709763193}, {'brand': 'OnePlus', 'count': 31306, 'percentage': 0.01610717398485084}, {'brand': 'Lenovo', 'count': 28932, 'percentage': 0.014885733013789832}, {'brand': 'Others', 'count': 199806, 'percentage': 0.10280169952140505}]}",1630501498485,bihar,state
True,SUCCESS,"{'aggregated': {'registeredUsers': 2596244, 'appOpens': 52564888}, 'usersByDevice': [{'brand': 'Xiaomi', 'count': 594817, 'percentage': 0.22910674035260167}, {'brand': 'Samsung', 'count': 504450, 'percentage': 0.1942999194220574}, {'brand': 'Vivo', 'count': 458644, 'percentage': 0.1766567395052237}, {'brand': 'Oppo', 'count': 392059, 'percentage': 0.15101007455385548}, {'brand': 'Realme', 'count': 165895, 'percentage': 0.06389807737639451}, {'brand': 'Apple', 'count': 65898, 'percentage': 0.025382051918078578}, {'brand': 'Motorola', 'count': 53771, 'percentage': 0.020711073381392504}, {'brand': 'Huawei', 'count': 45541, 'percentage': 0.017541109387253277}, {'brand': 'OnePlus', 'count': 36256, 'percentage': 0.01396478913384104}, {'brand': 'Micromax', 'count': 32967, 'percentage': 0.012697959051614563}, {'brand': 'Others', 'count': 245946, 'percentage': 0.09473146591768725}]}",1630501499750,bihar,state
True,SUCCESS,"{'aggregated': {'registeredUsers': 9197055, 'appOpens': 218492661}, 'usersByDevice': None}",1692619304241,bihar,state
True,SUCCESS,"{'aggregated': {'registeredUsers': 8837408, 'appOpens': 177418342}, 'usersByDevice': None}",1692619122056,bihar,state
True,SUCCESS,"{'aggregated': {'registeredUsers': 7702100, 'appOpens': 138965337}, 'usersByDevice': None}",1669732292746,bihar,state
True,SUCCESS,"{'aggregated': {'registeredUsers': 8097582, 'appOpens': 154625731}, 'usersByDevice': None}",1669732424091,bihar,state
True,SUCCESS,"{'aggregated': {'registeredUsers': 7302726, 'appOpens': 117482807}, 'usersByDevice': [{'brand': 'Xiaomi', 'count': 1619926, 'percentage': 0.2218248363693229}, {'brand': 'Vivo', 'count': 1523181, 'percentage': 0.20857704369573773}, {'brand': 'Samsung', 'count': 1477258, 'percentage': 0.20228857004904743}, {'brand': 'Oppo', 'count': 1119920, 'percentage': 0.15335643155720208}, {'brand': 'Apple', 'count': 540804, 'percentage': 0.07405508573099963}, {'brand': 'Realme', 'count': 403062, 'percentage': 0.05519336204042162}, {'brand': 'OnePlus', 'count': 89199, 'percentage': 0.01221447990791384}, {'brand': 'Tecno', 'count': 74590, 'percentage': 0.010213994061943444}, {'brand': 'Huawei', 'count': 58651, 'percentage': 0.008031384444658063}, {'brand': 'Motorola', 'count': 48805, 'percentage': 0.00668312079626156}, {'brand': 'Others', 'count': 347330, 'percentage': 0.04756169134649171}]}",1651127659404,bihar,state
True,SUCCESS,"{'aggregated': {'registeredUsers': 8462753, 'appOpens': 199899443}, 'usersByDevice': None}",1674558302844,bihar,state
True,SUCCESS,"{'aggregated': {'registeredUsers': 5976548, 'appOpens': 85894089}, 'usersByDevice': [{'brand': 'Xiaomi', 'count': 1380642, 'percentage': 0.23100994085549048}, {'brand': 'Samsung', 'count': 1317948, 'percentage': 0.22051993893464925}, {'brand': 'Vivo', 'count': 1187613, 'percentage': 0.19871219975142843}, {'brand': 'Oppo', 'count': 881894, 'percentage': 0.14755909264009925}, {'brand': 'Apple', 'count': 418009, 'percentage': 0.06994154485164346}, {'brand': 'Realme', 'count': 250679, 'percentage': 0.041943777578629}, {'brand': 'OnePlus', 'count': 61777, 'percentage': 0.010336568868852054}, {'brand': 'Huawei', 'count': 56066, 'percentage': 0.009381000537433983}, {'brand': 'Motorola', 'count': 47652, 'percentage': 0.00797316444208262}, {'brand': 'Tecno', 'count': 44884, 'percentage': 0.007510020834769503}, {'brand': 'Others', 'count': 329384, 'percentage': 0.05511275070492197}]}",1630501500435,bihar,state
True,SUCCESS,"{'aggregated': {'registeredUsers': 6434862, 'appOpens': 107614155}, 'usersByDevice': [{'brand': 'Xiaomi', 'count': 1468863, 'percentage': 0.22826643368575736}, {'brand': 'Samsung', 'count': 1373929, 'percentage': 0.2135133589500443}, {'brand': 'Vivo', 'count': 1315799, 'percentage': 0.20447975418897874}, {'brand': 'Oppo', 'count': 964011, 'percentage': 0.1498106719304936}, {'brand': 'Apple', 'count': 450178, 'percentage': 0.06995923144894171}, {'brand': 'Realme', 'count': 292875, 'percentage': 0.04551379656626669}, {'brand': 'OnePlus', 'count': 71087, 'percentage': 0.011047167755889714}, {'brand': 'Huawei', 'count': 59682, 'percentage': 0.009274790974538382}, {'brand': 'Tecno', 'count': 54005, 'percentage': 0.008392565372808306}, {'brand': 'Motorola', 'count': 47647, 'percentage': 0.007404509995707756}, {'brand': 'Others', 'count': 336786, 'percentage': 0.05233771913057343}]}",1634575144286,bihar,state
True,SUCCESS,"{'aggregated': {'registeredUsers': 5568777, 'appOpens': 81052268}, 'usersByDevice': [{'brand': 'Xiaomi', 'count': 1304479, 'percentage': 0.23424874079173938}, {'brand': 'Samsung', 'count': 1249727, 'percentage': 0.22441677948317917}, {'brand': 'Vivo', 'count': 1083200, 'percentage': 0.19451308608694512}, {'brand': 'Oppo', 'count': 815718, 'percentage': 0.14648063659219968}, {'brand': 'Apple', 'count': 384485, 'percentage': 0.06904298735611068}, {'brand': 'Realme', 'count': 212940, 'percentage': 0.038238198441058066}, {'brand': 'OnePlus', 'count': 56962, 'percentage': 0.01022881684793627}, {'brand': 'Huawei', 'count': 56391, 'percentage': 0.0101262808692106}, {'brand': 'Motorola', 'count': 47632, 'percentage': 0.00855340409572874}, {'brand': 'Tecno', 'count': 35552, 'percentage': 0.006384166577329277}, {'brand': 'Others', 'count': 321691, 'percentage': 0.05776690285856302}]}",1630501499997,bihar,state
True,SUCCESS,"{'aggregated': {'registeredUsers': 6880103, 'appOpens': 138427499}, 'usersByDevice': [{'brand': 'Xiaomi', 'count': 1548508, 'percentage': 0.22507046769503306}, {'brand': 'Samsung', 'count': 1427734, 'percentage': 0.2075163700310882}, {'brand': 'Vivo', 'count': 1424349, 'percentage': 0.20702437158280915}, {'brand': 'Oppo', 'count': 1041175, 'percentage': 0.15133131001091119}, {'brand': 'Apple', 'count': 497157, 'percentage': 0.07226011005939882}, {'brand': 'Realme', 'count': 350868, 'percentage': 0.05099749233405372}, {'brand': 'OnePlus', 'count': 80227, 'percentage': 0.011660726590866444}, {'brand': 'Tecno', 'count': 62454, 'percentage': 0.0090774803807443}, {'brand': 'Huawei', 'count': 58314, 'percentage': 0.008475745203233149}, {'brand': 'Motorola', 'count': 48503, 'percentage': 0.00704974910986071}, {'brand': 'Others', 'count': 340814, 'percentage': 0.049536177002001275}]}",1643295759303,bihar,state
True,SUCCESS,"{'aggregated': {'registeredUsers': 2600112, 'appOpens': 10928094}, 'usersByDevice': [{'brand': 'Xiaomi', 'count': 648198, 'percentage': 0.24929618416437446}, {'brand': 'Samsung', 'count': 594224, 'percentage': 0.22853784760041107}, {'brand': 'Vivo', 'count': 417913, 'percentage': 0.16072884552665423}, {'brand': 'Oppo', 'count': 336507, 'percentage': 0.12942019420701878}, {'brand': 'Apple', 'count': 189708, 'percentage': 0.07296147242887999}, {'brand': 'Realme', 'count': 82000, 'percentage': 0.031537103017100804}, {'brand': 'OnePlus', 'count': 38343, 'percentage': 0.014746672451032878}, {'brand': 'Motorola', 'count': 34974, 'percentage': 0.013450959035610773}, {'brand': 'Huawei', 'count': 30298, 'percentage': 0.011652574966001465}, {'brand': 'Lenovo', 'count': 26203, 'percentage': 0.010077642809232833}, {'brand': 'Others', 'count': 201744, 'percentage': 0.07759050379368274}]}",1630501497226,bihar,state
True,SUCCESS,"{'aggregated': {'registeredUsers': 2962713, 'appOpens': 40860886}, 'usersByDevice': [{'brand': 'Xiaomi', 'count': 734257, 'percentage': 0.24783264528153756}, {'brand': 'Samsung', 'count': 678439, 'percentage': 0.2289924808781681}, {'brand': 'Vivo', 'count': 489141, 'percentage': 0.1650990156657091}, {'brand': 'Oppo', 'count': 390270, 'percentage': 0.1317272378391022}, {'brand': 'Apple', 'count': 216888, 'percentage': 0.07320587583069976}, {'brand': 'Realme', 'count': 94292, 'percentage': 0.03182623494074519}, {'brand': 'OnePlus', 'count': 41581, 'percentage': 0.014034771508411379}, {'brand': 'Motorola', 'count': 37064, 'percentage': 0.01251015538798392}, {'brand': 'Huawei', 'count': 34669, 'percentage': 0.011701774690967367}, {'brand': 'Lenovo', 'count': 26124, 'percentage': 0.008817593874263218}, {'brand': 'Others', 'count': 219988, 'percentage': 0.07425221410241221}]}",1630501497756,bihar,state
True,SUCCESS,"{'aggregated': {'registeredUsers': 2226590, 'appOpens': 0}, 'usersByDevice': [{'brand': 'Xiaomi', 'count': 557833, 'percentage': 0.2505324285117601}, {'brand': 'Samsung', 'count': 505420, 'percentage': 0.2269928455620478}, {'brand': 'Vivo', 'count': 349009, 'percentage': 0.15674596580421182}, {'brand': 'Oppo', 'count': 281133, 'percentage': 0.12626168266272642}, {'brand': 'Apple', 'count': 161878, 'percentage': 0.07270220381839494}, {'brand': 'Realme', 'count': 71481, 'percentage': 0.03210335086387705}, {'brand': 'OnePlus', 'count': 35068, 'percentage': 0.01574964407457143}, {'brand': 'Motorola', 'count': 31780, 'percentage': 0.014272946523607848}, {'brand': 'Huawei', 'count': 26070, 'percentage': 0.0117084869688627}, {'brand': 'Lenovo', 'count': 23917, 'percentage': 0.010741537508027971}, {'brand': 'Others', 'count': 183001, 'percentage': 0.0821889077019119}]}",1630501496663,bihar,state
True,SUCCESS,"{'aggregated': {'registeredUsers': 3321742, 'appOpens': 47673880}, 'usersByDevice': [{'brand': 'Xiaomi', 'count': 818456, 'percentage': 0.24639360913641095}, {'brand': 'Samsung', 'count': 760808, 'percentage': 0.229038859730828}, {'brand': 'Vivo', 'count': 563524, 'percentage': 0.1696471309331068}, {'brand': 'Oppo', 'count': 446759, 'percentage': 0.13449539428408347}, {'brand': 'Apple', 'count': 240275, 'percentage': 0.07233403437112214}, {'brand': 'Realme', 'count': 109206, 'percentage': 0.03287612343162112}, {'brand': 'OnePlus', 'count': 44151, 'percentage': 0.013291519931409484}, {'brand': 'Motorola', 'count': 38939, 'percentage': 0.011722463695253876}, {'brand': 'Huawei', 'count': 38449, 'percentage': 0.011574950733681304}, {'brand': 'Lenovo', 'count': 27158, 'percentage': 0.008175830633444741}, {'brand': 'Others', 'count': 234017, 'percentage': 0.07045008311903814}]}",1630501498083,bihar,state
True,SUCCESS,"{'aggregated': {'registeredUsers': 1152190, 'appOpens': 0}, 'usersByDevice': [{'brand': 'Xiaomi', 'count': 288756, 'percentage': 0.2506149159426831}, {'brand': 'Samsung', 'count': 258117, 'percentage': 0.2240229476041278}, {'brand': 'Vivo', 'count': 157022, 'percentage': 0.13628134248691623}, {'brand': 'Oppo', 'count': 133051, 'percentage': 0.11547661410010501}, {'brand': 'Apple', 'count': 88311, 'percentage': 0.07664621286419775}, {'brand': 'Realme', 'count': 38878, 'percentage': 0.033742698686848524}, {'brand': 'OnePlus', 'count': 22512, 'percentage': 0.019538444180213332}, {'brand': 'Motorola', 'count': 19732, 'percentage': 0.01712564767963617}, {'brand': 'Lenovo', 'count': 16030, 'percentage': 0.01391263593678126}, {'brand': 'Micromax', 'count': 14047, 'percentage': 0.012191565627196903}, {'brand': 'Others', 'count': 115734, 'percentage': 0.10044697489129398}]}",1630501495308,bihar,state
True,SUCCESS,"{'aggregated': {'registeredUsers': 1473148, 'appOpens': 0}, 'usersByDevice': [{'brand': 'Xiaomi', 'count': 370526, 'percentage': 0.25151987444574475}, {'brand': 'Samsung', 'count': 333905, 'percentage': 0.2266608650318909}, {'brand': 'Vivo', 'count': 211470, 'percentage': 0.14354973159519613}, {'brand': 'Oppo', 'count': 174607, 'percentage': 0.1185264481233386}, {'brand': 'Apple', 'count': 109405, 'percentage': 0.07426612940451333}, {'brand': 'Realme', 'count': 48316, 'percentage': 0.03279779085332906}, {'brand': 'OnePlus', 'count': 26583, 'percentage': 0.01804503009880881}, {'brand': 'Motorola', 'count': 23631, 'percentage': 0.01604115811853256}, {'brand': 'Lenovo', 'count': 18437, 'percentage': 0.012515375237247038}, {'brand': 'Huawei', 'count': 16653, 'percentage': 0.011304363173286052}, {'brand': 'Others', 'count': 139615, 'percentage': 0.09477323391811278}]}",1630501495625,bihar,state
True,SUCCESS,"{'aggregated': {'registeredUsers': 847142, 'appOpens': 0}, 'usersByDevice': [{'brand': 'Xiaomi', 'count': 209390, 'percentage': 0.24717225683533575}, {'brand': 'Samsung', 'count': 191090, 'percentage': 0.22557021136952246}, {'brand': 'Vivo', 'count': 110362, 'percentage': 0.13027567987421235}, {'brand': 'Oppo', 'count': 95143, 'percentage': 0.1123105689482991}, {'brand': 'Apple', 'count': 65881, 'percentage': 0.07776854411657078}, {'brand': 'Realme', 'count': 29427, 'percentage': 0.03473679737281353}, {'brand': 'OnePlus', 'count': 18373, 'percentage': 0.021688217559747952}, {'brand': 'Motorola', 'count': 15296, 'percentage': 0.018056004778419673}, {'brand': 'Lenovo', 'count': 12687, 'percentage': 0.014976237749987605}, {'brand': 'Micromax', 'count': 10911, 'percentage': 0.01287977694412507}, {'brand': 'Others', 'count': 88582, 'percentage': 0.10456570445096572}]}",1630501494794,bihar,state
True,SUCCESS,"{'aggregated': {'registeredUsers': 1865715, 'appOpens': 0}, 'usersByDevice': [{'brand': 'Xiaomi', 'count': 469664, 'percentage': 0.251734053700592}, {'brand': 'Samsung', 'count': 423578, 'percentage': 0.2270325317639618}, {'brand': 'Vivo', 'count': 281873, 'percentage': 0.15108041689111146}, {'brand': 'Oppo', 'count': 228350, 'percentage': 0.12239275559236003}, {'brand': 'Apple', 'count': 137548, 'percentage': 0.07372401465389944}, {'brand': 'Realme', 'count': 60545, 'percentage': 0.03245136583025811}, {'brand': 'OnePlus', 'count': 31147, 'percentage': 0.016694404022050528}, {'brand': 'Motorola', 'count': 28376, 'percentage': 0.015209182538597803}, {'brand': 'Lenovo', 'count': 21785, 'percentage': 0.011676488638404044}, {'brand': 'Huawei', 'count': 21263, 'percentage': 0.011396703140619012}, {'brand': 'Others', 'count': 161586, 'percentage': 0.08660808322814578}]}",1630501496305,bihar,state
